Date,Open,High,Low,Close,Adj Close,Volume
8/16/2010,55.790001,56.029999,55.16,55.849998,55.849998,1725400
8/17/2010,56.25,57.380001,55.880001,56.91,56.91,1954300
8/18/2010,56.27,57.130001,55.849998,56.52,56.52,1629000
8/19/2010,56.209999,56.279999,54.68,55.060001,55.060001,2326000
8/20/2010,55.169998,55.669998,54.52,55.380001,55.380001,2368500
8/23/2010,55.470001,56.09,54.75,54.91,54.91,1166600
8/24/2010,54.669998,54.689999,53.599998,53.84,53.84,1780600
8/25/2010,53.68,55.73,53.59,55.369999,55.369999,3220400
8/26/2010,55.5,55.5,53.82,53.91,53.91,2401300
8/27/2010,54,54.919998,53.139999,54.599998,54.599998,1704400
8/30/2010,54.32,54.830002,53.759998,53.919998,53.919998,1325100
8/31/2010,53.799999,54.299999,53.240002,53.799999,53.799999,2015500
9/1/2010,54.48,55.630001,53.970001,55.310001,55.310001,1559900
9/2/2010,55.23,55.490002,54.66,55.25,55.25,1358200
9/3/2010,55.66,56.25,55.349998,56.240002,56.240002,1489400
9/7/2010,55.98,56.439999,55.669998,56.139999,56.139999,2493000
9/8/2010,56.299999,57.27,56.279999,57.150002,57.150002,2202200
9/9/2010,57.23,57.439999,56.599998,57.009998,57.009998,2217400
9/10/2010,57.259998,57.860001,56.950001,57.68,57.68,1145300
9/13/2010,57.849998,58,57.470001,57.810001,57.810001,1464100
9/14/2010,57.5,58.09,57.330002,57.91,57.91,1549100
9/15/2010,57.450001,58.52,57.450001,58.419998,58.419998,1814000
9/16/2010,58.369999,58.639999,57.450001,57.669998,57.669998,1809300
9/17/2010,57.759998,58.330002,57.549999,57.919998,57.919998,3223900
9/20/2010,58,58.220001,57.259998,57.799999,57.799999,2348000
9/21/2010,57.639999,58.279999,57.209999,58.23,58.23,2373200
9/22/2010,54.799999,56.099998,54.48,54.860001,54.860001,8035500
9/23/2010,54.619999,55.799999,54.130001,55.240002,55.240002,3208000
9/24/2010,55.77,56.779999,55.66,56.419998,56.419998,2946600
9/27/2010,56.25,56.330002,54.740002,54.790001,54.790001,2294000
9/28/2010,55.169998,56.200001,54.380001,55.419998,55.419998,2833700
9/29/2010,55.48,55.740002,54.93,55.360001,55.360001,2482200
9/30/2010,55.709999,56.34,55.470001,56.119999,56.119999,2945000
10/1/2010,56,56.549999,55.630001,56.529999,56.529999,2598400
10/4/2010,56.75,57.490002,56.41,56.66,56.66,2498100
10/5/2010,56.990002,57.860001,56.66,57.529999,57.529999,2021600
10/6/2010,57.32,57.34,56.200001,56.630001,56.630001,2112700
10/7/2010,56.630001,57.380001,56.220001,57.240002,57.240002,1490200
10/8/2010,57.049999,58.200001,56.919998,57.59,57.59,2185400
10/11/2010,57.490002,57.639999,56.830002,57.060001,57.060001,1316300
10/12/2010,57.060001,57.099998,55.98,56.93,56.93,1753700
10/13/2010,56.990002,57.490002,56.73,57.189999,57.189999,1364000
10/14/2010,56.93,57.240002,56.490002,56.98,56.98,1461500
10/15/2010,57.240002,57.669998,56.669998,57.66,57.66,2364300
10/18/2010,57.380001,58.549999,57.259998,58.529999,58.529999,1589000
10/19/2010,58.389999,58.880001,57.73,58.27,58.27,2128900
10/20/2010,58.02,59.209999,57.73,58.66,58.66,2185000
10/21/2010,58.52,58.75,57.580002,58.310001,58.310001,1524900
10/22/2010,58.540001,58.970001,58.150002,58.75,58.75,1348600
10/25/2010,59.130001,60.189999,59.009998,59.900002,59.900002,3173600
10/26/2010,59.25,60.099998,58.299999,59.990002,59.990002,3342400
10/27/2010,59.759998,62.630001,59.66,62.48,62.48,3936800
10/28/2010,62.599998,64.919998,62.259998,63.849998,63.849998,5739200
10/29/2010,63.580002,64.059998,62.630001,62.709999,62.709999,3419300
11/1/2010,62.889999,63.5,62.41,62.549999,62.549999,2261000
11/2/2010,63.16,63.32,62.59,63,63,1820400
11/3/2010,63.09,63.330002,62.669998,63,63,2670400
11/4/2010,62.32,62.98,61.82,62.5,62.5,3722900
11/5/2010,62.490002,62.799999,61.82,62.779999,62.779999,2732900
11/8/2010,62.450001,63.169998,62.119999,63.029999,63.029999,1983500
11/9/2010,62.91,63.41,62.720001,63.389999,63.389999,2550800
11/10/2010,63.279999,64.970001,62.990002,64.949997,64.949997,4247500
11/11/2010,64.699997,65.43,64.209999,64.730003,64.730003,2513700
11/12/2010,64.220001,64.610001,63.560001,64.5,64.5,2209400
11/15/2010,64.849998,66.43,64.739998,65.459999,65.459999,2652900
11/16/2010,63.560001,65.529999,63.560001,64.330002,64.330002,1950600
11/17/2010,64.260002,64.919998,63.939999,64.519997,64.519997,1466700
11/18/2010,64.620003,65.599998,64.519997,64.779999,64.779999,1667800
11/19/2010,64.879997,65.440002,64.620003,64.910004,64.910004,2030700
11/22/2010,64.849998,65.389999,64.209999,64.860001,64.860001,1324700
11/23/2010,64.57,64.809998,63.580002,63.82,63.82,1608400
11/24/2010,64.449997,65.68,64.400002,65.330002,65.330002,1618100
11/26/2010,65,65.519997,64.849998,65.330002,65.330002,673400
11/29/2010,64.800003,65,63.77,64.720001,64.720001,1578200
11/30/2010,64.059998,64.540001,63.849998,63.970001,63.970001,3320300
12/1/2010,64.889999,66.07,64.629997,65.370003,65.370003,2421900
12/2/2010,65.510002,67.089996,65.349998,67.080002,67.080002,1706600
12/3/2010,66.93,67.309998,66.559998,67,67,1465300
12/6/2010,66.839996,67.080002,66.279999,66.709999,66.709999,1023500
12/7/2010,67.199997,67.269997,66.82,67.110001,67.110001,1722100
12/8/2010,67.300003,67.629997,67.029999,67.360001,67.360001,1639000
12/9/2010,65.050003,66.790001,65,66.370003,66.370003,2839100
12/10/2010,66.300003,66.699997,66.209999,66.300003,66.300003,1786200
12/13/2010,66.190002,66.419998,65.790001,65.889999,65.889999,1793300
12/14/2010,66.139999,66.309998,65.519997,65.739998,65.739998,2164900
12/15/2010,65.440002,66.269997,65.290001,66.059998,66.059998,2649500
12/16/2010,65.949997,68,65.839996,67.919998,67.919998,1967800
12/17/2010,67.910004,68.599998,67.75,68.139999,68.139999,4457500
12/20/2010,68.239998,68.379997,67.309998,67.980003,67.980003,1666700
12/21/2010,68.209999,68.480003,68,68.220001,68.220001,1040000
12/22/2010,68.059998,68.25,67.620003,67.699997,67.699997,1079400
12/23/2010,67.540001,67.739998,67.019997,67.220001,67.220001,1228500
12/27/2010,67.190002,67.290001,66.360001,66.919998,66.919998,959300
12/28/2010,66.860001,67.199997,66.529999,66.639999,66.639999,866400
12/29/2010,66.870003,66.949997,66.589996,66.639999,66.639999,752600
12/30/2010,66.449997,66.970001,66.449997,66.800003,66.800003,1031400
12/31/2010,66.830002,67.25,66.449997,67.050003,67.050003,1146500
1/3/2011,67.68,68.139999,66.970001,67.199997,67.199997,1791900
1/4/2011,67,67.010002,65.800003,66.400002,66.400002,1964800
1/5/2011,66.150002,67.040001,65.959999,66.68,66.68,2452300
1/6/2011,66.639999,67.709999,66.629997,67.260002,67.260002,1559000
1/7/2011,67.550003,67.589996,66.959999,67.379997,67.379997,1097300
1/10/2011,66.919998,67.330002,66.699997,66.900002,66.900002,1053400
1/11/2011,66.989998,68.330002,66.790001,68.300003,68.300003,1602100
1/12/2011,67.900002,67.900002,67.199997,67.400002,67.400002,1272100
1/13/2011,67.43,67.790001,67.190002,67.519997,67.519997,1471300
1/14/2011,67.309998,67.5,66.459999,66.57,66.57,1626800
1/18/2011,66.550003,67.110001,66,67.010002,67.010002,2138000
1/19/2011,66.790001,66.839996,65.910004,66.239998,66.239998,1549000
1/20/2011,66.360001,68.989998,66.360001,68.779999,68.779999,3184900
1/21/2011,66.589996,67.339996,66.269997,66.769997,66.769997,3451900
1/24/2011,66.660004,68.25,66.540001,67.139999,67.139999,1749900
1/25/2011,67.07,67.239998,66.489998,66.839996,66.839996,1966500
1/26/2011,67.019997,67.860001,66.650002,67.5,67.5,1642900
1/27/2011,67.339996,67.610001,67.080002,67.089996,67.089996,1338500
1/28/2011,67.300003,67.480003,64.849998,65.080002,65.080002,2319100
1/31/2011,65.57,65.940002,64.279999,65.470001,65.470001,2181200
2/1/2011,67.75,68,65.129997,65.489998,65.489998,4033400
2/2/2011,65.279999,66.279999,64.919998,66.150002,66.150002,1541100
2/3/2011,66.169998,66.209999,65.120003,65.580002,65.580002,1440900
2/4/2011,65.639999,65.93,64.610001,65.93,65.93,1638900
2/7/2011,65.879997,66.129997,65.199997,65.25,65.25,1586200
2/8/2011,65.139999,66.160004,64.769997,66.150002,66.150002,1802800
2/9/2011,65.980003,66.129997,65.480003,66,66,2105800
2/10/2011,66,66.349998,65.830002,66.220001,66.220001,1589100
2/11/2011,65.849998,66.110001,65.389999,65.830002,65.830002,1257000
2/14/2011,65.660004,67.290001,65.660004,67.269997,67.269997,1761600
2/15/2011,66.879997,67.190002,66.709999,67.089996,67.089996,2147400
2/16/2011,67.169998,67.480003,66.830002,67.360001,67.360001,1587400
2/17/2011,67.010002,67.949997,66.690002,67.650002,67.650002,1092900
2/18/2011,67.540001,67.870003,67.129997,67.639999,67.639999,1882000
2/22/2011,67.290001,68.18,67.07,67.089996,67.089996,1974600
2/23/2011,67.169998,67.639999,66.75,66.760002,66.760002,2355400
2/24/2011,67.230003,67.720001,66.790001,67.260002,67.260002,1952500
2/25/2011,67.419998,68.25,67.349998,67.779999,67.779999,1394800
2/28/2011,67.800003,68.5,67.739998,68.400002,68.400002,2027000
3/1/2011,68.410004,70.730003,68.260002,70.18,70.18,3840800
3/2/2011,69.730003,70.459999,69,70,70,1938700
3/3/2011,70.050003,71.949997,70.040001,71.419998,71.419998,1815500
3/4/2011,71.25,71.760002,70.629997,71.150002,71.150002,1387400
3/7/2011,71.410004,71.879997,70.449997,71.239998,71.239998,1999200
3/8/2011,71.309998,72,70.830002,71.599998,71.599998,1688400
3/9/2011,71.330002,71.830002,70.989998,71.739998,71.739998,1031900
3/10/2011,71.050003,71.410004,70.099998,70.599998,70.599998,1632000
3/11/2011,70.620003,71.349998,70.470001,71,71,1321400
3/14/2011,70.459999,71.5,70.110001,70.650002,70.650002,1546500
3/15/2011,69.269997,69.949997,68.809998,69.559998,69.559998,1608500
3/16/2011,69.139999,69.68,68.309998,68.699997,68.699997,2325100
3/17/2011,69.400002,69.709999,69.120003,69.25,69.25,1164500
3/18/2011,69.43,70.260002,69.25,69.529999,69.529999,2608800
3/21/2011,70,70.540001,69.529999,69.610001,69.610001,1506200
3/22/2011,69.580002,70.129997,69.129997,69.760002,69.760002,1794200
3/23/2011,69.720001,70.309998,69.190002,70.07,70.07,1458200
3/24/2011,70.169998,71.449997,69.650002,71.269997,71.269997,1349900
3/25/2011,71.550003,71.93,71.199997,71.199997,71.199997,1482000
3/28/2011,71.169998,71.32,70.379997,70.540001,70.540001,1243800
3/29/2011,70.410004,71.239998,70.389999,71.099998,71.099998,1393000
3/30/2011,71.480003,72.199997,71.449997,71.900002,71.900002,2167100
3/31/2011,71.949997,73.529999,71.900002,73.470001,73.470001,2508600
4/1/2011,73.589996,73.660004,72.800003,72.959999,72.959999,1923300
4/4/2011,73.25,73.32,72.970001,73.269997,73.269997,1083200
4/5/2011,72.900002,73.989998,72.900002,73.25,73.25,1481600
4/6/2011,73.57,74.199997,73.400002,73.599998,73.599998,1353400
4/7/2011,73.32,73.949997,72.699997,73.029999,73.029999,1589600
4/8/2011,73.370003,73.650002,72.970001,73.290001,73.290001,1428900
4/11/2011,76.709999,78.75,76.400002,78.550003,78.550003,6893400
4/12/2011,78.989998,79.230003,78.160004,78.190002,78.190002,2744300
4/13/2011,78.190002,81.010002,78.190002,80.959999,80.959999,3985900
4/14/2011,80.410004,82.230003,79.93,82.190002,82.190002,2958800
4/15/2011,82.230003,83.099998,81.239998,82.959999,82.959999,2312700
4/18/2011,82.209999,82.75,81.260002,82.610001,82.610001,2179200
4/19/2011,82.879997,83.989998,82.610001,83.989998,83.989998,1945900
4/20/2011,84.410004,86.57,84.410004,86.57,86.57,2784400
4/21/2011,100,106.989998,99.300003,99.699997,99.699997,16442600
4/25/2011,99.709999,100.43,99.220001,100.279999,100.279999,5867200
4/26/2011,99.779999,106.190002,99.400002,101.800003,101.800003,5200000
4/27/2011,102.059998,102.879997,98.959999,99.489998,99.489998,3937300
4/28/2011,99.669998,99.779999,98.080002,98.970001,98.970001,3400000
4/29/2011,98.889999,99.309998,97.139999,97.650002,97.650002,4231500
5/2/2011,97.440002,99.190002,96.360001,98.669998,98.669998,2665800
5/3/2011,98.230003,98.900002,97.639999,97.989998,97.989998,1802800
5/4/2011,97.559998,97.970001,95.080002,96.480003,96.480003,2619600
5/5/2011,95.839996,97.589996,95.110001,95.470001,95.470001,1900000
5/6/2011,96.489998,97.879997,95.970001,96.120003,96.120003,2254300
5/9/2011,96.309998,98.93,96,98.099998,98.099998,1766000
5/10/2011,98.580002,98.709999,96.529999,97.339996,97.339996,1765900
5/11/2011,97.290001,97.5,95.290001,96.589996,96.589996,1600000
5/12/2011,96.360001,98.480003,95.639999,98.239998,98.239998,1800000
5/13/2011,98.099998,98.650002,96.110001,96.610001,96.610001,1484600
5/16/2011,96.040001,97.419998,95.809998,96.139999,96.139999,2492900
5/17/2011,95.529999,97.910004,95.529999,97.57,97.57,1978100
5/18/2011,97.410004,97.93,96.900002,97.760002,97.760002,1690700
5/19/2011,98.410004,98.470001,96.57,96.720001,96.720001,1506400
5/20/2011,96.800003,98.25,96.800003,97.110001,97.110001,2741300
5/23/2011,96.059998,96.220001,94.900002,95.309998,95.309998,1500000
5/24/2011,95.309998,95.709999,94.309998,94.849998,94.849998,1328000
5/25/2011,94.540001,94.760002,93.169998,93.669998,93.669998,1531200
5/26/2011,93.32,93.629997,92.290001,93.279999,93.279999,1834300
5/27/2011,93.309998,94.050003,93.029999,93.209999,93.209999,1197400
5/31/2011,93.959999,94.779999,93.080002,94.730003,94.730003,2377700
6/1/2011,94.360001,94.519997,93.18,93.18,93.18,2317900
6/2/2011,93.400002,95.519997,93.010002,95.169998,95.169998,1735000
6/3/2011,93.959999,96.080002,93.519997,94.400002,94.400002,1366900
6/6/2011,93.769997,94.699997,93.110001,93.160004,93.160004,1283800
6/7/2011,93.43,94.040001,92.589996,93.300003,93.300003,1004400
6/8/2011,92.339996,93.279999,92.120003,92.800003,92.800003,1132200
6/9/2011,93,94.07,92.190002,93.720001,93.720001,1115700
6/10/2011,93.43,93.43,91.199997,91.209999,91.209999,1742500
6/13/2011,91.230003,92.32,91.080002,91.779999,91.779999,1047000
6/14/2011,92.489998,95.129997,92.099998,94.879997,94.879997,2444700
6/15/2011,93.889999,95.32,93.080002,93.760002,93.760002,2060600
6/16/2011,94.099998,94.580002,92.639999,93.529999,93.529999,1274600
6/17/2011,94.739998,96.129997,94.230003,94.75,94.75,3107000
6/20/2011,99.57,100.480003,98.239998,98.599998,98.599998,3620400
6/21/2011,100.540001,101.830002,98.279999,98.650002,98.650002,5583900
6/22/2011,99.790001,100.669998,98.900002,99.470001,99.470001,5334200
6/23/2011,98.639999,100.779999,97.800003,100.669998,100.669998,3107500
6/24/2011,100.029999,103.529999,99.599998,103.419998,103.419998,8324400
6/27/2011,102.860001,104.760002,102.599998,104.650002,104.650002,3247500
6/28/2011,104.900002,108.519997,104.629997,108.389999,108.389999,3148200
6/29/2011,108.480003,109.629997,107.610001,108.980003,108.980003,3775900
6/30/2011,109.160004,109.459999,106.730003,106.919998,106.919998,1938900
7/1/2011,107.349998,108.639999,106.919998,108.5,108.5,1707400
7/5/2011,108.620003,109.139999,107.559998,107.910004,107.910004,1337800
7/6/2011,106.730003,108.099998,106.730003,107.889999,107.889999,1492500
7/7/2011,108.730003,108.879997,106.400002,106.519997,106.519997,1889900
7/8/2011,107.040001,107.559998,105.82,107.389999,107.389999,1726600
7/11/2011,106.349998,107.639999,104.900002,105.43,105.43,1270200
7/12/2011,105.839996,106.330002,103.989998,104.050003,104.050003,1583400
7/13/2011,104.730003,106.199997,104.050003,105.309998,105.309998,1524600
7/14/2011,105.470001,106.230003,103.059998,103.190002,103.190002,1318000
7/15/2011,102.720001,104.690002,102.550003,104,104,1589900
7/18/2011,103.650002,103.989998,102.360001,103.75,103.75,1367900
7/19/2011,104.139999,107.330002,104.120003,107.209999,107.209999,1550800
7/20/2011,106.989998,106.989998,104.129997,104.370003,104.370003,1411400
7/21/2011,104.480003,106.059998,104.440002,105.620003,105.620003,1267200
7/22/2011,105.540001,106.050003,104.889999,105.559998,105.559998,1145700
7/25/2011,105.349998,106.82,103.970001,103.989998,103.989998,2932300
7/26/2011,104.110001,106,104.110001,105,105,2369500
7/27/2011,104.209999,106.050003,101.5,101.809998,101.809998,2525300
7/28/2011,101.290001,104.040001,101.019997,102.150002,102.150002,1335900
7/29/2011,101.760002,102.75,99.540001,101.870003,101.870003,1745300
8/1/2011,105.910004,105.980003,101.879997,102.900002,102.900002,2898800
8/2/2011,102.040001,104.160004,99.540001,99.669998,99.669998,2795000
8/3/2011,99.510002,99.980003,95.419998,98.779999,98.779999,2431200
8/4/2011,97.370003,97.68,92.5,92.550003,92.550003,2959600
8/5/2011,93.190002,94.5,90.239998,93.18,93.18,2767200
8/8/2011,91.290001,93.870003,87.139999,88,88,3713800
8/9/2011,86.910004,90.559998,83.830002,89.43,89.43,3684600
8/10/2011,86.5,88.360001,84.940002,85.029999,85.029999,2722500
8/11/2011,85.360001,89.440002,84.220001,88.410004,88.410004,2332300
8/12/2011,88.379997,91.220001,87.349998,90.980003,90.980003,2530500
8/15/2011,91.339996,92.699997,90.379997,91.669998,91.669998,1838100
8/16/2011,91.360001,92.339996,90.25,91.099998,91.099998,1576500
8/17/2011,91.57,92.150002,89.389999,90.029999,90.029999,1943100
8/18/2011,88.449997,89.389999,86.860001,88.459999,88.459999,2353800
8/19/2011,87.949997,92.400002,87.150002,90.050003,90.050003,3529900
8/22/2011,91.510002,92.209999,88.870003,89.410004,89.410004,1813100
8/23/2011,89.68,92.110001,87.349998,91.239998,91.239998,2669200
8/24/2011,90.739998,92.129997,89.650002,92.050003,92.050003,1712900
8/25/2011,92.129997,93.629997,90.040001,90.669998,90.669998,1557800
8/26/2011,90.07,92.540001,88.239998,92.290001,92.290001,1493400
8/29/2011,93.160004,94.290001,92.080002,93.889999,93.889999,1468100
8/30/2011,93.07,94.239998,92.730003,93.599998,93.599998,1309600
8/31/2011,94.139999,94.709999,92.879997,94.199997,94.199997,1572000
9/1/2011,94.019997,95.470001,93.019997,93.610001,93.610001,1205400
9/2/2011,92.349998,93.610001,91.349998,91.580002,91.580002,975800
9/6/2011,89.169998,92.07,89.040001,91.910004,91.910004,1733700
9/7/2011,92.989998,93.379997,91.580002,93,93,1835700
9/8/2011,92.18,92.5,91.040001,91.550003,91.550003,2221000
9/9/2011,91.339996,92.339996,90.129997,90.239998,90.239998,2015900
9/12/2011,89.370003,92.019997,89.370003,91.989998,91.989998,1838800
9/13/2011,92.470001,94.620003,91.989998,94.519997,94.519997,2427000
9/14/2011,95.190002,99.07,94.440002,97.839996,97.839996,3210600
9/15/2011,99.089996,99.68,98.139999,99.400002,99.400002,2136800
9/16/2011,100,102.010002,99.57,100.889999,100.889999,3524400
9/19/2011,99.639999,100.400002,98.43,99.480003,99.480003,1853100
9/20/2011,100.050003,101.760002,99.389999,100.260002,100.260002,1462900
9/21/2011,99.970001,100.800003,96.860001,96.959999,96.959999,1586100
9/22/2011,94.440002,95.940002,93.239998,94.540001,94.540001,1883000
9/23/2011,93.93,95.099998,92.779999,93.900002,93.900002,1392600
9/26/2011,94.349998,96.169998,93.089996,95.730003,95.730003,1767000
9/27/2011,96.139999,99.339996,96.139999,96.669998,96.669998,1641500
9/28/2011,97.25,98.669998,95,95.040001,95.040001,1048200
9/29/2011,96.32,97.139999,91.839996,94.459999,94.459999,1692200
9/30/2011,93.690002,94.43,92.120003,93.150002,93.150002,1498300
10/3/2011,92.550003,93.589996,88.639999,88.959999,88.959999,2133800
10/4/2011,88.599998,91.940002,87.720001,91.660004,91.660004,2309300
10/5/2011,92.550003,98.75,92.18,98.709999,98.709999,3880800
10/6/2011,98.260002,100,97.230003,99.410004,99.410004,3047200
10/7/2011,99.919998,100.769997,98.239998,100.010002,100.010002,2051000
10/10/2011,101.029999,101.199997,99.949997,100.68,100.68,1576700
10/11/2011,100.400002,100.400002,98.589996,98.919998,98.919998,1306200
10/12/2011,99.110001,101.440002,98.540001,98.760002,98.760002,1916200
10/13/2011,98.459999,102.309998,98.110001,101.32,101.32,2194800
10/14/2011,102.050003,103.099998,99.709999,103.080002,103.080002,2081400
10/17/2011,102.480003,103.07,101.120003,101.43,101.43,1230600
10/18/2011,101.660004,103.080002,100.529999,102.639999,102.639999,1345400
10/19/2011,103.080002,103.959999,101.370003,102.080002,102.080002,1646300
10/20/2011,102.760002,104.25,99.080002,101.669998,101.669998,1608300
10/21/2011,104.709999,108.959999,103.739998,108.839996,108.839996,4402500
10/24/2011,108.629997,109.959999,106.93,109.519997,109.519997,2287800
10/25/2011,109.459999,109.849998,106.599998,106.870003,106.870003,2103700
10/26/2011,115.93,119.75,114.279999,116.919998,116.919998,5169800
10/27/2011,118.5,118.699997,114.870003,117.739998,117.739998,3483400
10/28/2011,117.739998,120.660004,116.550003,118.720001,118.720001,2143300
10/31/2011,118.720001,119.339996,116.330002,116.360001,116.360001,3357900
11/1/2011,114.370003,115.5,113.269997,113.959999,113.959999,2724500
11/2/2011,114.940002,115.300003,112.489998,113.43,113.43,2341600
11/3/2011,114.290001,114.860001,113.199997,114.050003,114.050003,2775500
11/4/2011,113.529999,114.040001,112.089996,113.489998,113.489998,1591200
11/7/2011,113.260002,114.599998,112.25,114.010002,114.010002,1266100
11/8/2011,114.220001,114.93,112.459999,113.919998,113.919998,1158700
11/9/2011,112.040001,113.5,110.709999,111.239998,111.239998,1751600
11/10/2011,112.379997,113.07,111.239998,112.080002,112.080002,1587400
11/11/2011,113.050003,114.220001,112.860001,113.379997,113.379997,1122000
11/14/2011,112.57,114.150002,112.019997,113.940002,113.940002,1295400
11/15/2011,113.230003,113.919998,112.330002,113.07,113.07,1309100
11/16/2011,112.220001,112.5,110.199997,110.290001,110.290001,1480200
11/17/2011,109.849998,111.010002,108.449997,109.629997,109.629997,1680200
11/18/2011,109.279999,109.279999,107.400002,107.650002,107.650002,1889800
11/21/2011,107.18,108.779999,106.309998,107.889999,107.889999,1653700
11/22/2011,107.68,113.709999,107.410004,113.5,113.5,2597500
11/23/2011,112.379997,113.379997,109.93,109.93,109.93,1995700
11/25/2011,108.900002,110.239998,108.900002,109.199997,109.199997,864800
11/28/2011,111.150002,111.43,110.209999,111.050003,111.050003,1788500
11/29/2011,110.800003,111.279999,110.040001,110.410004,110.410004,1583600
11/30/2011,112.769997,115.099998,112.209999,114.949997,114.949997,1879300
12/1/2011,114.949997,116.5,114.190002,116.480003,116.480003,1326500
12/2/2011,117.059998,117.550003,112.709999,113.239998,113.239998,1704800
12/5/2011,114.860001,114.989998,111.639999,111.790001,111.790001,1554700
12/6/2011,112.309998,112.889999,111.32,112.139999,112.139999,940200
12/7/2011,111.720001,112.43,110.010002,111.760002,111.760002,1004200
12/8/2011,111.32,111.900002,109.519997,109.709999,109.709999,855800
12/9/2011,109.940002,113.489998,109.639999,112.949997,112.949997,1343400
12/12/2011,111.720001,111.730003,109.830002,110.389999,110.389999,1007900
12/13/2011,110.860001,112.040001,109.940002,110.089996,110.089996,1186900
12/14/2011,109.790001,111.599998,109.160004,109.629997,109.629997,1498200
12/15/2011,110.220001,110.650002,109.050003,109.730003,109.730003,1321800
12/16/2011,110.660004,111.589996,109.849998,110.290001,110.290001,1910100
12/19/2011,110.879997,112.93,109.800003,109.989998,109.989998,1516300
12/20/2011,111.529999,112.330002,110.519997,110.730003,110.730003,2222000
12/21/2011,110.510002,111.959999,110.480003,111.489998,111.489998,2061700
12/22/2011,111.330002,111.93,110.040001,110.690002,110.690002,876500
12/23/2011,111.449997,111.449997,110.169998,110.790001,110.790001,736200
12/27/2011,110.410004,112.360001,110.410004,111.32,111.32,772200
12/28/2011,111.529999,111.949997,109.720001,110.199997,110.199997,844900
12/29/2011,110.190002,110.760002,109.220001,110.639999,110.639999,1100500
12/30/2011,110.410004,111.089996,110.050003,110.050003,110.050003,938200
1/3/2012,111.440002,115.010002,111.440002,113.5,113.5,1990800
1/4/2012,113.699997,114.290001,112.709999,113.720001,113.720001,1417800
1/5/2012,113.75,115.949997,113.25,115.260002,115.260002,2312300
1/6/2012,115,116.739998,114.489998,115.5,115.5,1763300
1/9/2012,115.650002,116.660004,114.870003,114.870003,114.870003,1530300
1/10/2012,115.519997,116.18,114.32,114.879997,114.879997,1458600
1/11/2012,114.900002,116.949997,114.470001,115.709999,115.709999,2587100
1/12/2012,115.720001,116.410004,114.870003,116.300003,116.300003,1817100
1/13/2012,116,117.980003,115.360001,116.029999,116.029999,1404800
1/17/2012,117.660004,117.790001,116.330002,116.900002,116.900002,1666000
1/18/2012,116.43,117.440002,116.199997,117.150002,117.150002,1813900
1/19/2012,116.830002,117.529999,116.269997,116.779999,116.779999,1694500
1/20/2012,117,119.559998,116.860001,118.139999,118.139999,3396400
1/23/2012,118.110001,118.25,115.82,116.309998,116.309998,1690600
1/24/2012,115.970001,117.269997,115.970001,117.029999,117.029999,1900200
1/25/2012,116.589996,118.610001,116.43,118.349998,118.349998,1847200
1/26/2012,118.910004,118.980003,117.230003,117.849998,117.849998,1651700
1/27/2012,118.349998,119.5,118.18,118.559998,118.559998,1551600
1/30/2012,116.940002,117.260002,115.019997,116.580002,116.580002,2297300
1/31/2012,116,119.300003,115.540001,117.949997,117.949997,2615600
2/1/2012,118.459999,122.830002,118.349998,121.260002,121.260002,3018200
2/2/2012,121.150002,123.230003,120.529999,121.260002,121.260002,1512300
2/3/2012,122.239998,122.779999,121.059998,121.879997,121.879997,1198500
2/6/2012,121.029999,122.279999,120.32,122.089996,122.089996,1263300
2/7/2012,121.989998,121.989998,119.68,121.559998,121.559998,1215800
2/8/2012,121.5,122.110001,118.019997,119.599998,119.599998,1700300
2/9/2012,120.040001,120.040001,116.629997,117.779999,117.779999,2101200
2/10/2012,116.980003,118.160004,116.440002,118.139999,118.139999,1043300
2/13/2012,118.010002,120.019997,118.010002,120,120,1802100
2/14/2012,118.610001,120.080002,118.120003,119.699997,119.699997,1029400
2/15/2012,120.050003,120.169998,118.349998,118.489998,118.489998,985800
2/16/2012,119.080002,120.43,118.540001,119.169998,119.169998,934200
2/17/2012,118.860001,118.900002,116.220001,116.449997,116.449997,1889900
2/21/2012,116.449997,116.620003,115.25,115.669998,115.669998,1556800
2/22/2012,115.389999,116.650002,115.279999,116.510002,116.510002,955600
2/23/2012,116.230003,117.900002,115.900002,116.699997,116.699997,836900
2/24/2012,115.529999,117.900002,115.519997,116.389999,116.389999,964800
2/27/2012,115.43,117.230003,114.529999,116.400002,116.400002,836800
2/28/2012,115.029999,116.989998,115.029999,116.68,116.68,1326300
2/29/2012,115.510002,117.959999,115.489998,116.470001,116.470001,1572000
3/1/2012,116.010002,118.919998,116.010002,118.709999,118.709999,1236400
3/2/2012,118.129997,119.209999,118.080002,118.889999,118.889999,997100
3/5/2012,118.160004,119.940002,116.970001,118.419998,118.419998,1198300
3/6/2012,117.830002,119.129997,116.300003,117.029999,117.029999,793000
3/7/2012,116.860001,117.43,116.440002,117,117,728500
3/8/2012,117.129997,120.790001,117.059998,120.419998,120.419998,1782200
3/9/2012,120.959999,121.169998,119.5,120.610001,120.610001,1330900
3/12/2012,120.830002,121.639999,119.760002,120.529999,120.529999,866500
3/13/2012,120.980003,122.220001,120.57,122.18,122.18,1232000
3/14/2012,121.669998,121.93,119.110001,120.730003,120.730003,1202400
3/15/2012,120.5,121.480003,120.029999,121.050003,121.050003,1095500
3/16/2012,120.419998,121.690002,119.580002,120.040001,120.040001,2196700
